Dog_ID,Breed,Dog_Age,Behavior,Size,Health_Condition,Housing_Type,Lifestyle,Family_Composition,Pet_Experience,Match_Category
2345,Aspin,1.5 years,Calm,Medium,Special Needs,House,Active,No Kids,Yes,Bad Match ❌
2346,Aspin,7 years,Aggressive,Large,Chronic Illness,Condo,Active,With Kids,No,Good Match ✅
2347,Aspin,3 years,Independent,Medium,Chronic Illness,Condo,Active,With Kids,Yes,Good Match ✅
2348,Aspin,3 years,Energetic,Large,Special Needs,Condo,Active,No Kids,No,Bad Match ❌
2349,Aspin,2 years,Energetic,Large,Special Needs,Apartment,Sedentary,With Kids,No,Good Match ✅
2350,Aspin,7 years,Aggressive,Small,Healthy,Apartment,Active,With Kids,Yes,Bad Match ❌
2351,Aspin,2 years,Energetic,Small,Healthy,Condo,Sedentary,No Kids,Yes,Good Match ✅
2352,Aspin,8 years,Independent,Medium,Special Needs,Condo,Active,No Kids,Yes,Bad Match ❌
2353,Aspin,2 years,Independent,Large,Chronic Illness,Apartment,Active,With Kids,No,Good Match ✅
2354,Aspin,8 years,Aggressive,Large,Chronic Illness,Condo,Active,With Kids,Yes,Bad Match ❌
2355,Aspin,7 years,Calm,Medium,Special Needs,Apartment,Sedentary,No Kids,No,Bad Match ❌
2356,Aspin,5 years,Aggressive,Small,Chronic Illness,House,Active,With Kids,No,Bad Match ❌
2357,Aspin,3 years,Calm,Small,Healthy,Condo,Sedentary,With Kids,No,Good Match ✅
2358,Aspin,2 years,Energetic,Large,Healthy,Condo,Sedentary,With Kids,No,Bad Match ❌
2359,Aspin,3 years,Calm,Large,Healthy,House,Active,No Kids,Yes,Bad Match ❌
2360,Aspin,2 years,Energetic,Small,Healthy,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2361,Aspin,5 years,Energetic,Medium,Special Needs,Apartment,Active,No Kids,Yes,Good Match ✅
2362,Aspin,3 years,Energetic,Small,Special Needs,Condo,Sedentary,With Kids,Yes,Bad Match ❌
2363,Aspin,5 years,Calm,Small,Chronic Illness,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2364,Aspin,7 years,Aggressive,Large,Chronic Illness,House,Sedentary,With Kids,Yes,Good Match ✅
2365,Aspin,8 years,Independent,Medium,Special Needs,House,Active,With Kids,Yes,Bad Match ❌
2366,Aspin,1.5 years,Aggressive,Large,Chronic Illness,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
2367,Aspin,3 years,Independent,Medium,Special Needs,Apartment,Active,No Kids,Yes,Good Match ✅
2368,Aspin,1.5 years,Energetic,Large,Healthy,House,Active,No Kids,Yes,Bad Match ❌
2369,Aspin,1.5 years,Aggressive,Large,Special Needs,Condo,Sedentary,With Kids,No,Good Match ✅
2370,Aspin,7 years,Aggressive,Large,Special Needs,Apartment,Active,No Kids,No,Bad Match ❌
2371,Aspin,3 years,Aggressive,Large,Chronic Illness,House,Sedentary,With Kids,No,Bad Match ❌
2372,Aspin,2 years,Calm,Large,Chronic Illness,House,Active,With Kids,No,Good Match ✅
2373,Aspin,8 years,Aggressive,Small,Healthy,Condo,Active,With Kids,No,Good Match ✅
2374,Aspin,5 years,Independent,Small,Chronic Illness,Condo,Active,No Kids,Yes,Bad Match ❌
2375,Aspin,5 years,Aggressive,Medium,Chronic Illness,Apartment,Sedentary,No Kids,Yes,Good Match ✅
2376,Aspin,5 years,Energetic,Small,Healthy,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2377,Aspin,5 years,Aggressive,Medium,Special Needs,Apartment,Active,With Kids,Yes,Bad Match ❌
2378,Aspin,3 years,Calm,Small,Chronic Illness,House,Sedentary,No Kids,No,Bad Match ❌
2379,Aspin,2 years,Energetic,Large,Chronic Illness,House,Active,With Kids,No,Bad Match ❌
2380,Aspin,5 years,Aggressive,Small,Chronic Illness,Apartment,Active,With Kids,No,Bad Match ❌
2381,Aspin,8 years,Independent,Medium,Healthy,Condo,Active,With Kids,Yes,Bad Match ❌
2382,Aspin,8 years,Energetic,Large,Chronic Illness,Condo,Active,No Kids,Yes,Bad Match ❌
2383,Aspin,7 years,Calm,Large,Chronic Illness,Condo,Sedentary,With Kids,No,Bad Match ❌
2384,Aspin,3 years,Energetic,Large,Special Needs,Apartment,Active,With Kids,No,Bad Match ❌
2385,Aspin,1.5 years,Calm,Medium,Chronic Illness,Condo,Active,No Kids,No,Good Match ✅
2386,Aspin,3 years,Energetic,Small,Chronic Illness,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2387,Aspin,2 years,Aggressive,Large,Chronic Illness,Apartment,Active,No Kids,No,Bad Match ❌
2388,Aspin,3 years,Independent,Small,Healthy,Condo,Sedentary,With Kids,No,Bad Match ❌
2389,Aspin,3 years,Calm,Large,Special Needs,Condo,Active,No Kids,Yes,Bad Match ❌
2390,Aspin,2 years,Energetic,Large,Special Needs,Apartment,Sedentary,With Kids,No,Good Match ✅
2391,Aspin,8 years,Calm,Small,Healthy,House,Active,No Kids,No,Good Match ✅
2392,Aspin,5 years,Independent,Small,Special Needs,Condo,Sedentary,With Kids,Yes,Good Match ✅
2393,Aspin,8 years,Calm,Large,Healthy,House,Sedentary,No Kids,No,Bad Match ❌
2394,Aspin,5 years,Energetic,Small,Healthy,House,Sedentary,With Kids,Yes,Good Match ✅
2395,Aspin,2 years,Energetic,Small,Healthy,Condo,Active,With Kids,Yes,Bad Match ❌
2396,Aspin,2 years,Independent,Medium,Special Needs,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2397,Aspin,5 years,Energetic,Large,Special Needs,House,Sedentary,With Kids,No,Good Match ✅
2398,Aspin,3 years,Independent,Large,Healthy,Condo,Sedentary,With Kids,No,Bad Match ❌
2399,Aspin,3 years,Energetic,Small,Special Needs,Apartment,Active,No Kids,No,Good Match ✅
2400,Aspin,2 years,Independent,Medium,Chronic Illness,House,Sedentary,With Kids,No,Bad Match ❌
2401,Aspin,3 years,Aggressive,Small,Special Needs,Condo,Active,With Kids,No,Bad Match ❌
2402,Aspin,5 years,Independent,Medium,Chronic Illness,Condo,Active,With Kids,Yes,Bad Match ❌
2403,Aspin,8 years,Independent,Medium,Chronic Illness,Condo,Active,No Kids,No,Bad Match ❌
2404,Aspin,1.5 years,Aggressive,Small,Healthy,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2405,Aspin,1.5 years,Calm,Large,Chronic Illness,Apartment,Active,No Kids,Yes,Good Match ✅
2406,Aspin,8 years,Energetic,Large,Chronic Illness,House,Sedentary,With Kids,Yes,Bad Match ❌
2407,Aspin,2 years,Energetic,Small,Healthy,Condo,Sedentary,With Kids,No,Bad Match ❌
2408,Aspin,8 years,Calm,Medium,Special Needs,House,Active,With Kids,No,Good Match ✅
2409,Aspin,5 years,Independent,Medium,Chronic Illness,Condo,Sedentary,No Kids,Yes,Good Match ✅
2410,Aspin,1.5 years,Calm,Medium,Special Needs,Apartment,Active,No Kids,Yes,Bad Match ❌
2411,Aspin,8 years,Energetic,Medium,Healthy,Apartment,Active,With Kids,No,Bad Match ❌
2412,Aspin,8 years,Calm,Large,Healthy,Apartment,Active,No Kids,Yes,Bad Match ❌
2413,Aspin,2 years,Energetic,Small,Chronic Illness,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2414,Aspin,8 years,Energetic,Medium,Special Needs,Apartment,Sedentary,No Kids,Yes,Good Match ✅
2415,Aspin,5 years,Calm,Large,Chronic Illness,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2416,Aspin,8 years,Independent,Large,Chronic Illness,Apartment,Active,No Kids,Yes,Good Match ✅
2417,Aspin,7 years,Independent,Medium,Healthy,House,Sedentary,No Kids,Yes,Good Match ✅
2418,Aspin,2 years,Calm,Medium,Healthy,Condo,Active,No Kids,Yes,Good Match ✅
2419,Aspin,3 years,Aggressive,Small,Special Needs,House,Sedentary,No Kids,No,Bad Match ❌
2420,Aspin,7 years,Aggressive,Medium,Healthy,House,Sedentary,With Kids,No,Good Match ✅
2421,Aspin,2 years,Aggressive,Small,Chronic Illness,Apartment,Sedentary,No Kids,No,Bad Match ❌
2422,Aspin,2 years,Energetic,Large,Healthy,House,Active,With Kids,Yes,Bad Match ❌
2423,Aspin,1.5 years,Independent,Small,Healthy,Condo,Sedentary,With Kids,Yes,Good Match ✅
2424,Aspin,1.5 years,Independent,Large,Chronic Illness,Apartment,Active,With Kids,No,Good Match ✅
2425,Aspin,7 years,Energetic,Small,Special Needs,Condo,Active,No Kids,Yes,Good Match ✅
2426,Aspin,3 years,Calm,Large,Healthy,Condo,Active,No Kids,No,Good Match ✅
2427,Aspin,8 years,Calm,Large,Healthy,Apartment,Active,With Kids,Yes,Bad Match ❌
2428,Aspin,7 years,Energetic,Small,Chronic Illness,Condo,Sedentary,With Kids,No,Bad Match ❌
2429,Aspin,7 years,Energetic,Large,Special Needs,House,Sedentary,No Kids,No,Bad Match ❌
2430,Aspin,5 years,Calm,Large,Healthy,House,Active,No Kids,Yes,Bad Match ❌
2431,Aspin,3 years,Independent,Medium,Healthy,Condo,Sedentary,With Kids,Yes,Good Match ✅
2432,Aspin,5 years,Energetic,Medium,Special Needs,Apartment,Active,With Kids,No,Good Match ✅
2433,Aspin,7 years,Independent,Large,Healthy,Condo,Active,No Kids,Yes,Bad Match ❌
2434,Aspin,2 years,Aggressive,Large,Healthy,House,Active,With Kids,No,Good Match ✅
2435,Aspin,8 years,Aggressive,Medium,Healthy,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2436,Aspin,7 years,Energetic,Large,Chronic Illness,Apartment,Sedentary,No Kids,No,Good Match ✅
2437,Aspin,2 years,Energetic,Large,Healthy,Apartment,Sedentary,No Kids,No,Bad Match ❌
2438,Aspin,2 years,Aggressive,Large,Healthy,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2439,Aspin,2 years,Calm,Large,Special Needs,Condo,Active,No Kids,Yes,Bad Match ❌
2440,Aspin,8 years,Energetic,Medium,Special Needs,House,Sedentary,No Kids,Yes,Good Match ✅
2441,Aspin,1.5 years,Calm,Medium,Special Needs,House,Active,With Kids,Yes,Bad Match ❌
2442,Aspin,7 years,Aggressive,Small,Healthy,House,Sedentary,With Kids,Yes,Good Match ✅
2443,Aspin,3 years,Energetic,Small,Healthy,Apartment,Sedentary,With Kids,Yes,Bad Match ❌
2444,Aspin,5 years,Aggressive,Medium,Special Needs,House,Active,With Kids,Yes,Bad Match ❌
2445,Aspin,2 years,Energetic,Medium,Healthy,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2446,Aspin,7 years,Independent,Small,Special Needs,House,Sedentary,With Kids,Yes,Good Match ✅
2447,Aspin,5 years,Energetic,Small,Chronic Illness,Condo,Sedentary,No Kids,Yes,Bad Match ❌
2448,Aspin,7 years,Energetic,Medium,Healthy,Condo,Active,No Kids,No,Good Match ✅
2449,Aspin,8 years,Calm,Small,Chronic Illness,Apartment,Sedentary,With Kids,No,Bad Match ❌
2450,Aspin,1.5 years,Energetic,Medium,Special Needs,Apartment,Active,With Kids,Yes,Good Match ✅
2451,Aspin,8 years,Independent,Small,Chronic Illness,Condo,Sedentary,No Kids,No,Bad Match ❌
2452,Aspin,2 years,Calm,Medium,Special Needs,Condo,Sedentary,With Kids,No,Good Match ✅
2453,Aspin,3 years,Aggressive,Large,Chronic Illness,Condo,Sedentary,With Kids,No,Bad Match ❌
2454,Aspin,2 years,Calm,Medium,Healthy,Apartment,Active,No Kids,Yes,Bad Match ❌
2455,Aspin,5 years,Aggressive,Large,Healthy,Condo,Sedentary,No Kids,No,Bad Match ❌
2456,Aspin,7 years,Energetic,Large,Chronic Illness,Apartment,Active,No Kids,Yes,Bad Match ❌
2457,Aspin,5 years,Energetic,Large,Healthy,House,Sedentary,With Kids,Yes,Good Match ✅
2458,Aspin,2 years,Independent,Medium,Healthy,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2459,Aspin,5 years,Energetic,Large,Special Needs,Condo,Sedentary,With Kids,No,Bad Match ❌
2460,Aspin,5 years,Calm,Large,Chronic Illness,House,Sedentary,No Kids,Yes,Good Match ✅
2461,Aspin,7 years,Calm,Medium,Healthy,Condo,Sedentary,No Kids,No,Good Match ✅
2462,Aspin,8 years,Independent,Medium,Chronic Illness,Apartment,Active,With Kids,Yes,Bad Match ❌
2463,Aspin,1.5 years,Calm,Small,Special Needs,House,Sedentary,No Kids,Yes,Good Match ✅
2464,Aspin,5 years,Energetic,Small,Healthy,Condo,Sedentary,With Kids,Yes,Bad Match ❌
2465,Aspin,2 years,Energetic,Small,Special Needs,House,Active,No Kids,No,Bad Match ❌
2466,Aspin,7 years,Independent,Large,Special Needs,Condo,Sedentary,With Kids,Yes,Good Match ✅
2467,Aspin,1.5 years,Energetic,Small,Healthy,Apartment,Active,No Kids,Yes,Good Match ✅
2468,Aspin,7 years,Energetic,Large,Special Needs,Apartment,Sedentary,With Kids,Yes,Good Match ✅
2469,Aspin,5 years,Independent,Medium,Chronic Illness,Condo,Sedentary,With Kids,Yes,Good Match ✅
2470,Aspin,5 years,Aggressive,Small,Chronic Illness,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2471,Aspin,3 years,Independent,Small,Special Needs,House,Sedentary,With Kids,Yes,Good Match ✅
2472,Aspin,1.5 years,Energetic,Small,Special Needs,Condo,Active,With Kids,No,Good Match ✅
2473,Aspin,8 years,Aggressive,Small,Healthy,House,Sedentary,No Kids,No,Good Match ✅
2474,Aspin,5 years,Calm,Medium,Special Needs,House,Sedentary,With Kids,No,Bad Match ❌
2475,Aspin,2 years,Energetic,Large,Special Needs,Condo,Active,With Kids,No,Good Match ✅
2476,Aspin,2 years,Aggressive,Medium,Chronic Illness,House,Sedentary,With Kids,No,Bad Match ❌
2477,Aspin,3 years,Calm,Small,Healthy,House,Active,With Kids,No,Bad Match ❌
2478,Aspin,2 years,Calm,Large,Special Needs,Condo,Sedentary,With Kids,No,Good Match ✅
2479,Aspin,8 years,Calm,Small,Healthy,House,Sedentary,With Kids,No,Good Match ✅
2480,Aspin,1.5 years,Energetic,Small,Special Needs,Condo,Active,With Kids,Yes,Good Match ✅
2481,Aspin,3 years,Calm,Medium,Healthy,Apartment,Sedentary,No Kids,Yes,Bad Match ❌
2482,Aspin,8 years,Energetic,Medium,Special Needs,Condo,Active,With Kids,Yes,Bad Match ❌
2483,Aspin,2 years,Independent,Small,Healthy,House,Sedentary,No Kids,No,Bad Match ❌
2484,Aspin,8 years,Energetic,Medium,Healthy,Apartment,Active,With Kids,Yes,Good Match ✅
2485,Aspin,7 years,Aggressive,Medium,Healthy,Condo,Active,With Kids,Yes,Good Match ✅
2486,Aspin,3 years,Calm,Medium,Healthy,Condo,Active,No Kids,No,Bad Match ❌
2487,Aspin,8 years,Aggressive,Large,Chronic Illness,Apartment,Active,No Kids,No,Bad Match ❌
2488,Aspin,7 years,Energetic,Medium,Special Needs,House,Sedentary,No Kids,No,Good Match ✅
2489,Aspin,8 years,Aggressive,Large,Special Needs,Apartment,Active,No Kids,Yes,Good Match ✅
2490,Aspin,5 years,Calm,Small,Special Needs,House,Sedentary,No Kids,No,Bad Match ❌
2491,Aspin,8 years,Energetic,Medium,Healthy,House,Sedentary,No Kids,No,Bad Match ❌
2492,Aspin,7 years,Energetic,Medium,Healthy,House,Sedentary,With Kids,Yes,Good Match ✅
2493,Aspin,1.5 years,Aggressive,Medium,Special Needs,Apartment,Sedentary,No Kids,No,Bad Match ❌
2494,Aspin,2 years,Independent,Small,Healthy,House,Sedentary,With Kids,Yes,Good Match ✅
2495,Aspin,8 years,Aggressive,Small,Chronic Illness,Condo,Active,With Kids,Yes,Bad Match ❌
2496,Aspin,2 years,Aggressive,Large,Chronic Illness,House,Active,With Kids,Yes,Good Match ✅
2497,Aspin,5 years,Independent,Medium,Chronic Illness,Apartment,Sedentary,With Kids,No,Bad Match ❌
2498,Aspin,1.5 years,Energetic,Small,Healthy,Apartment,Active,No Kids,Yes,Bad Match ❌
2499,Aspin,5 years,Aggressive,Medium,Healthy,Condo,Active,With Kids,Yes,Bad Match ❌
